q_min,q_95,H98,fusion_Q,fGW,reward
3.3560755760825005,15.466282047138925,1.4422787175597007,0.1177051439341607,0.8813014327057106,0.019999999552965164
3.286559994517728,14.81268960790394,0.6228180700035365,0.009831662999970117,0.8806475790239603,0.019999999552965164
3.158991240934342,14.1373950766393,0.637349001018169,0.011953932741363209,0.8967279652455705,0.019999999552965164
2.995291167072347,13.50857820539926,0.7234209704849368,0.021697876830779297,0.871041104454239,0.019999999552965164
2.8514650985585313,12.901230146037193,0.5437040139591918,0.012081230168005106,0.857078809665489,0.019999999552965164
2.740110825253245,12.32997173877341,0.5341213116924731,0.011077493454338411,0.8693318448689394,0.019999999552965164
2.6229480314111684,11.81831442442407,0.6076444357679829,0.02091353960448469,0.8430415108196748,0.019999999552965164
2.5556995088995444,11.325251247540585,0.4672891905377812,0.009865376907719523,0.8432180745746605,0.019999999552965164
2.50401449621288,10.867729498715189,0.4790106932234753,0.012031423144734304,0.8557860579896616,0.019999999552965164
2.4265135728781697,10.461819956432644,0.5483529699960799,0.02242284994476331,0.8280869205378165,0.019999999552965164
2.3827336600783204,10.068074856899669,0.41924895002964835,0.010875118460919507,0.8177590244926866,0.019999999552965164
2.3487637117804416,9.698393109501739,0.42943564620763885,0.01267804503851049,0.8215831153543833,0.019999999552965164
2.3191541573041485,9.357048648781488,0.42334948829635866,0.013847812569738068,0.8232091349675378,0.019999999552965164
2.2918714506004294,9.039532113216131,0.4137519952005956,0.014837859142779707,0.8203983755233506,0.019999999552965164
2.2658630194377367,8.742470096511534,0.4041161394208782,0.015786395449370494,0.8150166089382133,0.019999999552965164
2.2405088442786756,8.463546710388677,0.3952535769481271,0.016750335986625325,0.8086058622865492,0.019999999552965164
2.2160116918404724,8.364884409657364,0.39853649184403933,0.017892989949595706,0.8114591405789336,0.019999999552965164
2.192191666459445,8.324440634450323,0.40455804131206075,0.019164404962238608,0.8168210129043311,0.019999999552965164
2.168801036321114,8.293722154923369,0.4104125423759556,0.020493497392988308,0.8223610099978772,0.019999999552965164
2.1447145514337187,8.267378941765354,0.4159524182600618,0.021838867879037195,0.8279667730192057,0.019999999552965164
2.11592928417883,8.243793391784282,0.42112026199749875,0.02313596434933763,0.8334339040621235,0.019999999552965164
2.0849511950216875,8.031030388388851,0.41107728268619276,0.024141138420095538,0.8248226209845239,0.019999999552965164
2.057443633033733,8.178385294691989,0.4299806437943366,0.025458578546216706,0.8419395738286932,0.019999999552965164
2.0005039892118117,7.992155137660309,0.4290197475578698,0.0280420457172458,0.8228865230318548,0.019999999552965164
1.9706685792119878,8.139778595492293,0.42342875126021046,0.025131419272161275,0.8358034974798265,0.019999999552965164
1.9441524087401718,7.9537760912618625,0.42362824420512546,0.027661285002893388,0.8281090486901495,0.019999999552965164
1.9203837418128833,8.100207487531492,0.44315738357575934,0.028783153181276677,0.8480973146358429,0.019999999552965164
1.8607783716480035,7.927594034350059,0.4702047361566314,0.037815434073288794,0.8261195933226556,0.019999999552965164
1.831822268292165,8.071857451270933,0.4275417907253326,0.02687878859310326,0.8376743689387576,0.019999999552965164
1.8068294866601355,7.893740614667695,0.43325768910848045,0.03053765864518924,0.8318012069692544,0.019999999552965164
1.7816748443618,7.6895090856864785,0.42356906778525844,0.031355306055499306,0.8267572434105603,0.019999999552965164
1.758161366854796,7.816998272331124,0.44395570207341545,0.03342281427889453,0.846737144877113,0.019999999552965164
1.7067077411917226,7.65516489907286,0.47295305541325755,0.044952050334310434,0.8258814751935286,0.019999999552965164
1.6781191902561605,7.786126313474664,0.42763353564184353,0.031163032523212134,0.8365161626766757,0.019999999552965164
1.6528510227383242,7.621295092703638,0.43316205473142566,0.03517648152755368,0.8302850953254748,0.019999999552965164
1.627754691873964,7.431253193868809,0.42362452629369846,0.0359645717944727,0.825391882412367,0.019999999552965164
1.6026840090853727,7.343321698622475,0.423960755465378,0.03756293627711915,0.827805773488114,0.019999999552965164
1.5776602057910183,7.315227500750713,0.42782760017360855,0.03920571266767929,0.8324217649882628,0.019999999552965164
1.5396460193154509,7.153787320028566,0.42958353093171464,0.04386674904745371,0.8161368935328582,0.019999999552965164
1.5132426906842948,7.261940272551912,0.4199981352353406,0.03825295872129539,0.8278241200696517,0.019999999552965164
1.4887938795348603,7.115759628126336,0.42093235785114597,0.04203479383936498,0.8211369784666998,0.019999999552965164
1.4662479204532437,7.226746735016791,0.43847788863741977,0.04385755295270594,0.8388905155352824,0.019999999552965164
1.4332040381292919,7.090556274407439,0.44339180659122235,0.05088992212016849,0.8237402399062005,0.019999999552965164
1.408993703710788,7.201467065415517,0.43225672834446555,0.043894101351324766,0.8358267367608969,0.019999999552965164
1.3778863915476027,7.068138880983418,0.44324694639771944,0.052067854649706764,0.8206981212564731,0.019999999552965164
1.3558576085652763,7.177516091510114,0.43503824980861655,0.04534282088504589,0.8346159870328691,0.019999999552965164
1.3279543458837033,7.046656808798421,0.448686567395389,0.0553056784698813,0.8206386466426646,0.019999999552965164
1.3078286777531802,7.1549169021421575,0.43963688360258296,0.047476766896676,0.8356879502397928,0.019999999552965164
1.2825996912217752,7.026540126962788,0.4535241289515977,0.058250200178116614,0.8222969684351218,0.019999999552965164
1.2637525168465447,7.133856508805972,0.4442354717332523,0.04989174491033428,0.8372867054490056,0.019999999552965164
1.2406867926902625,7.007829728624485,0.45699310051325803,0.060571650373672944,0.824032128524962,0.019999999552965164
1.2227570840496003,6.8519589301353525,0.42073746177900523,0.05086453657887289,0.8157328548517533,0.019999999552965164
1.207003066239461,6.945542614459691,0.44592097470188424,0.055201200556150624,0.8350209955278121,0.019999999552965164
1.1865716157085477,6.822107779390731,0.4545934067049615,0.06611687854298641,0.8225183595554004,0.019999999552965164
1.1652384701460772,6.675926422366442,0.4263442530624,0.05880490129306347,0.8069184078870009,0.019999999552965164
1.1492389600418393,6.762632619911861,0.42503939704022736,0.05409819589775139,0.8200815783362695,0.019999999552965164
1.1350305120193938,6.883802648115471,0.4564285272246317,0.06153429817203788,0.8405431882615906,0.019999999552965164
1.1151712289465099,6.776641400465488,0.4949559308997132,0.08923705669450598,0.8252373941805841,0.019999999552965164
1.0961411609253187,6.638028472456668,0.4249146224274316,0.06039305035329067,0.8083961708625278,0.019999999552965164
1.0818544100436833,6.723787134632682,0.42983426963944976,0.05798543273242515,0.8215545796339432,0.019999999552965164
1.0656672564467224,6.608979408875134,0.44904291123271944,0.07284316708486666,0.810077684776518,0.019999999552965164
1.0529854302292747,6.699210137790081,0.4397894298876922,0.06257498420280182,0.8261601374345421,0.019999999552965164
1.0382987900809844,6.588951420923782,0.45613102410932,0.07817651278182197,0.8151803521067229,0.019999999552965164
1.0264014711698422,6.67966250851909,0.44507100271042666,0.06635611068830571,0.8306055463033865,0.019999999552965164
1.0127395530514434,6.572038601220589,0.460000864688362,0.08211331648737397,0.8192702038838722,0.019999999552965164
0.99892287136954,6.44003424800577,0.4345466149545433,0.07467624898801398,0.8055111519685579,0.01999281905591488
0.9877642257727968,6.518850843786561,0.4321536646184628,0.06690383297630707,0.8197870912128257,0.019918428733944893
0.9752615194110008,6.41187603727006,0.45093628975290095,0.08450004908387393,0.8092060263183608,0.019835077226161957
0.9649862687583669,6.495407908500805,0.4398448199910875,0.07138084756779878,0.8248788213255158,0.01976657472550869
0.9533299372328874,6.392862924599738,0.4569040586201681,0.08949116653273628,0.8144334415656607,0.019688867032527924
0.9415591088663205,6.267465252138466,0.43163889441589165,0.08113864008758405,0.8015111798956699,0.019610393792390823
0.9317531264192704,6.340986752396258,0.42853624423010295,0.07289083952563943,0.8156528626771772,0.019545020535588264
0.9209269842054246,6.239718775251031,0.4476775547520127,0.09165490909540691,0.8055991499167559,0.019472846761345863
0.9118268511403743,6.31794170889096,0.4361641867381233,0.0778006035335236,0.8207798391097127,0.019412178546190262
0.9016717153520796,6.2210221100732435,0.45369259835190967,0.09725475845966444,0.8108161544869888,0.019344478845596313
0.8916197157119453,6.101670071137329,0.42264002691246183,0.08438366478937455,0.7994243923310883,0.019277464598417282
0.8830224239746628,6.170606821888638,0.4282770052416879,0.08098017931138056,0.8140682772516162,0.019220149144530296
0.8735804035965786,6.075082459118722,0.44632824813104405,0.10111329772135384,0.8043980854211134,0.019157202914357185
0.8654572728424189,6.148724261117076,0.43348707843552065,0.08530278394898148,0.8189878719276156,0.019103048369288445
0.856496112738525,6.057229042332051,0.4513750116669942,0.10669538583277757,0.8091495176395658,0.01904330775141716
0.8476162221413813,5.958401157566389,0.42261600771564123,0.09290971294179996,0.7992870773876174,0.018984107300639153
0.8398833589727435,6.025669295016675,0.4274583550635655,0.08885083492863868,0.8134831062725725,0.018932554870843887
0.8314936429540967,5.935836974603582,0.446044782672807,0.11111231100225503,0.8039679351095201,0.01887662336230278
0.8241649629778712,6.005885547805948,0.4325450522138502,0.09351795252880572,0.8179626731189817,0.018827766180038452
0.8161795629690212,5.919344395974587,0.45093089353909194,0.11699319657602315,0.8083533062837321,0.018774529919028282
0.808273146320794,5.901606543350875,0.43245983925358644,0.10228357024904426,0.8060334733769756,0.018721820786595345
0.8013247717026479,5.9792760705965335,0.4364170993792,0.09751017086053605,0.8199653131403518,0.01867549866437912
0.7938853205880568,5.897271865130533,0.4556027592748498,0.1214719249934286,0.8106026358440992,0.018625902011990547
0.7865466424007426,5.793105174817829,0.43142037167131275,0.10948672651838479,0.7990098396807327,0.018576977774500847
0.7799402373267852,5.854301420983977,0.4258640944294937,0.09874277365491133,0.8114838653653513,0.01853293552994728
0.7730270182328546,5.770418896635502,0.4466826937083939,0.12359367763311485,0.8024552211321483,0.01848684623837471
0.766855441545008,5.83560406398501,0.43306262389535827,0.10487994211059952,0.8160525763916243,0.018445702269673347
0.7603479794242313,5.755167126676023,0.45222653337934526,0.13028507448767604,0.8071175560258286,0.01840231940150261
0.7539680682100512,5.82379242622849,0.44624200427138444,0.11726417078563071,0.8140052357621352,0.01835978776216507
0.7478107840438498,5.745104901369348,0.44016818293241866,0.12003305255154154,0.802874440680006,0.018318738788366318
0.742115717243315,5.810067633734969,0.4338845413545268,0.10541587331663611,0.8158635681919576,0.018280770629644394
0.7363033310022657,5.732371716979056,0.4556380681289456,0.1330717590053953,0.8072133707030591,0.018242022022604942
0.7306590644933215,5.800339494663048,0.45037994986015123,0.12046758793942554,0.8145561367507771,0.01820439286530018
0.7252931147273647,5.724015010577012,0.44458796648224097,0.12379549026450043,0.8038239306329078,0.018168620765209198
0.7201992189804771,5.788278937946345,0.4383574688767938,0.1103476740010842,0.8172670473100409,0.01813466101884842
0.7157047450684155,5.7771025417613995,0.6194181975387185,0.327646848834942,0.8285881288445626,0.01810469850897789
0.7120898835651759,5.756887307994815,0.7810534048561284,0.8086748932213867,0.8250295293275941,0.01808059960603714
